TeamId,TeamName,SubmissionDate,Score
91519,cmwp,"2014-05-01 19:46:02",0.77990
93915,Redlegionnaire,"2014-05-11 18:50:54",0.77512
94714,leok31,"2014-05-16 06:55:36",0.76555
95835,yamada,"2014-05-21 17:13:37",0.77512
96567,minelip,"2014-05-25 16:17:50",0.62679
96567,minelip,"2014-05-25 16:42:33",0.76555
96567,minelip,"2014-05-25 18:03:44",0.77990
96567,minelip,"2014-05-25 20:45:11",0.78469
96633,"Andrews Medina","2014-05-26 01:04:12",0.62679
96633,"Andrews Medina","2014-05-26 01:21:23",0.76555
96567,minelip,"2014-05-26 15:26:47",0.79426
96567,minelip,"2014-05-26 19:51:22",0.81340
96567,minelip,"2014-05-26 20:39:51",0.81818
98802,silicio,"2014-06-03 05:08:49",0.76555
98802,silicio,"2014-06-03 06:50:09",0.77990
102824,Oscar.w,"2014-06-23 10:35:09",0.76555
102883,"Bharath Raman","2014-06-23 17:16:07",0.62679
103050,"Ankit Rathi","2014-06-24 15:15:23",0.62679
103050,"Ankit Rathi","2014-06-24 15:25:39",0.76555
103050,"Ankit Rathi","2014-06-24 15:43:05",0.77990
103050,"Ankit Rathi","2014-06-24 15:55:14",0.78469
103727,"Danilo Biella","2014-06-28 16:47:40",0.76555
103727,"Danilo Biella","2014-06-28 20:38:10",0.77512
102883,"Bharath Raman","2014-06-29 14:47:02",0.76555
103727,"Danilo Biella","2014-06-29 17:07:54",0.78469
102883,"Bharath Raman","2014-07-02 08:26:03",0.78469
104934,Sharks_with_Lasers,"2014-07-08 21:22:45",0.76555
104934,Sharks_with_Lasers,"2014-07-09 17:21:52",0.79904
104934,Sharks_with_Lasers,"2014-07-09 19:18:54",0.80383
106167,"Siavash M","2014-07-17 13:14:03",0.76555
44734,"Niranjan Sonachalam","2014-07-19 12:52:40",0.77512
44734,"Niranjan Sonachalam","2014-07-20 02:29:40",0.77990
107083,"Sokol Ramaj","2014-07-25 09:14:57",0.77990
107083,"Sokol Ramaj","2014-07-25 10:23:03",0.79904
109734,rnkr,"2014-08-05 11:55:04",0.76555
110856,"Manish Barnwal","2014-08-06 05:16:11",0.76555
110856,"Manish Barnwal","2014-08-06 06:35:07",0.77990
111095,juanArias,"2014-08-07 16:20:03",0.76555
111846,"Siv. ","2014-08-12 19:32:03",0.59330
107083,"Sokol Ramaj","2014-08-13 11:18:07",0.80383
112694,"Yuqing Ren","2014-08-17 23:36:47",0.65550
112694,"Yuqing Ren","2014-08-18 01:38:50",0.73206
112694,"Yuqing Ren","2014-08-18 02:21:07",0.74163
112694,"Yuqing Ren","2014-08-18 03:01:57",0.74641
112694,"Yuqing Ren","2014-08-18 05:53:30",0.76077
112694,"Yuqing Ren","2014-08-18 06:09:14",0.76555
113026,"Ganesh Above All","2014-08-19 08:54:18",0.77512
113026,"Ganesh Above All","2014-08-19 12:31:53",0.77990
112332,"Rodrigo Celoto","2014-08-19 23:41:56",0.77033
112332,"Rodrigo Celoto","2014-08-20 00:00:05",0.78947
113026,"Ganesh Above All","2014-08-20 12:56:59",0.78947
113523,Romanos,"2014-08-20 18:08:31",0.75598
113715,"Shayne Kang","2014-08-21 03:52:30",0.76555
113715,"Shayne Kang","2014-08-21 04:27:07",0.77512
70946,STAT_DATA_SCIENSE,"2014-08-21 15:52:10",0.75120
114055,TK,"2014-08-23 22:07:02",0.71770
113523,Romanos,"2014-08-30 15:37:16",0.76555
115014,RReader,"2014-08-30 19:31:57",0.76555
113523,Romanos,"2014-08-31 18:06:13",0.77512
70946,STAT_DATA_SCIENSE,"2014-09-04 18:25:08",0.78947
113715,"Shayne Kang","2014-09-06 04:49:28",0.77990
113715,"Shayne Kang","2014-09-06 06:47:03",0.78469
113715,"Shayne Kang","2014-09-07 15:05:01",0.79426
116178,"Hilal Shaath","2014-09-07 23:47:02",0.76555
113715,"Shayne Kang","2014-09-08 06:38:35",0.81340
116178,"Hilal Shaath","2014-09-08 15:40:36",0.77033
116178,"Hilal Shaath","2014-09-08 17:18:53",0.77512
116178,"Hilal Shaath","2014-09-08 17:53:14",0.77990
116178,"Hilal Shaath","2014-09-08 18:40:50",0.78469
70946,STAT_DATA_SCIENSE,"2014-09-08 19:25:20",0.79426
117008,"Heshmat Seyyedi","2014-09-13 18:09:56",0.77512
117008,"Heshmat Seyyedi","2014-09-13 18:25:32",0.81340
117077,"Scott Pirrie","2014-09-14 11:43:38",0.75598
117394,"Tharindu Ranasinghe","2014-09-16 11:59:03",0.78469
117394,"Tharindu Ranasinghe","2014-09-16 15:01:54",0.81340
113026,"Ganesh Above All","2014-09-17 12:43:29",0.80383
117077,"Scott Pirrie","2014-09-17 13:09:18",0.80383
117805,kaggler231,"2014-09-18 20:44:24",0.76555
70946,STAT_DATA_SCIENSE,"2014-09-23 13:52:53",0.79904
118201,"shubham sharma 2","2014-09-24 17:23:32",0.37799
118201,"shubham sharma 2","2014-09-24 17:34:29",0.62679
120068,"sai vignesh","2014-10-05 05:35:22",0.62679
120068,"sai vignesh","2014-10-05 06:06:06",0.76555
120068,"sai vignesh","2014-10-05 06:39:13",0.77512
120068,"sai vignesh","2014-10-05 18:57:44",0.78469
120068,"sai vignesh","2014-10-05 23:03:23",0.79426
121763,"Vamsi Uppala","2014-10-17 01:34:36",0.77033
94824,"Russ Boucher","2014-10-19 18:48:34",0.75598
94824,"Russ Boucher","2014-10-19 18:52:45",0.76077
94824,"Russ Boucher","2014-10-19 19:04:23",0.79904
122690,"Nathan Patrick Taylor","2014-10-24 08:23:49",0.70335
122690,"Nathan Patrick Taylor","2014-10-24 20:24:22",0.76555
123102,mlChris,"2014-10-27 14:17:17",0.65072
123102,mlChris,"2014-10-27 14:22:37",0.70813
63234,TheKai,"2014-10-27 15:01:38",0.76077
63234,TheKai,"2014-10-27 16:46:38",0.77033
123102,mlChris,"2014-10-29 12:29:52",0.74163
123102,mlChris,"2014-11-02 00:09:45",0.77512
124728,kuangzhexi,"2014-11-06 08:01:08",0.74163
124728,kuangzhexi,"2014-11-06 08:11:28",0.77990
94824,"Russ Boucher","2014-11-08 22:15:04",0.80383
123102,mlChris,"2014-11-10 20:57:49",0.77990
123102,mlChris,"2014-11-10 21:01:46",0.78947
125496,floydsoft,"2014-11-11 14:10:02",0.77990
94824,"Russ Boucher","2014-11-15 19:12:50",0.80861
110856,"Manish Barnwal","2014-11-17 13:26:27",0.78469
110856,"Manish Barnwal","2014-11-17 16:01:21",0.79426
128178,kOŁOLSKI,"2014-11-25 21:17:18",0.62679
128178,kOŁOLSKI,"2014-11-25 22:13:53",0.77990
129190,DoReMi,"2014-12-01 00:22:27",0.78947
129749,"Gopi 2","2014-12-03 16:27:31",0.78469
131152,"Prachi 2","2014-12-11 05:05:40",0.76555
131152,"Prachi 2","2014-12-11 05:34:34",0.77990
131297,"Yanliang H.","2014-12-12 03:09:42",0.76555
131297,"Yanliang H.","2014-12-12 03:39:18",0.77990
131297,"Yanliang H.","2014-12-13 09:27:20",0.78469
131297,"Yanliang H.","2014-12-13 09:48:44",0.79426
134374,PP0221,"2014-12-20 23:11:41",0.62679
134374,PP0221,"2014-12-21 00:10:03",0.76555
134374,PP0221,"2014-12-22 18:14:20",0.77990
134374,PP0221,"2014-12-23 23:38:13",0.78469
134374,PP0221,"2015-01-02 23:13:20",0.79426
136834,SSR,"2015-01-04 06:33:32",0.76555
136834,SSR,"2015-01-04 06:36:20",0.77990
136963,"Bert Carremans","2015-01-04 20:43:22",0.76555
136963,"Bert Carremans","2015-01-04 21:08:47",0.77990
138155,sealhuang,"2015-01-11 14:39:20",0.74163
138155,sealhuang,"2015-01-11 15:00:54",0.77990
138283,"Brian Bai","2015-01-12 09:56:41",0.62679
138155,sealhuang,"2015-01-12 15:09:55",0.78469
138155,sealhuang,"2015-01-15 14:41:31",0.79426
44734,"Niranjan Sonachalam","2015-01-18 05:11:48",0.78469
139270,Singularity,"2015-01-18 09:54:15",0.62679
139270,Singularity,"2015-01-22 13:31:51",0.76555
138155,sealhuang,"2015-01-26 13:51:12",0.79904
141912,"Aaron Smith","2015-01-28 16:55:21",0.62679
141912,"Aaron Smith","2015-01-28 21:44:55",0.76555
141912,"Aaron Smith","2015-01-29 00:42:46",0.77990
141912,"Aaron Smith","2015-01-29 01:02:47",0.78469
141912,"Aaron Smith","2015-01-29 20:41:42",0.79426
142728,"Inigo Sanchez","2015-02-01 11:29:22",0.76555
142728,"Inigo Sanchez","2015-02-01 12:24:01",0.77990
139270,Singularity,"2015-02-03 04:41:39",0.77990
143529,malr87,"2015-02-03 21:26:31",0.77990
143529,malr87,"2015-02-03 21:51:11",0.78469
143529,malr87,"2015-02-03 22:20:44",0.79426
144667,"Sam C 3","2015-02-07 21:40:21",0.59330
144552,Justfor,"2015-02-07 22:59:16",0.76555
144552,Justfor,"2015-02-07 23:03:22",0.77033
144552,Justfor,"2015-02-07 23:54:56",0.78947
144552,Justfor,"2015-02-10 08:38:56",0.79426
138155,sealhuang,"2015-02-15 12:04:20",0.80383
146868,"Sven 3","2015-02-17 03:15:38",0.76555
146868,"Sven 3","2015-02-17 03:30:59",0.77990
151060,"Martin Isaksson","2015-03-01 23:18:11",0.78469
152751,Armen,"2015-03-06 02:51:08",0.62679
152751,Armen,"2015-03-06 03:00:08",0.76555
152751,Armen,"2015-03-06 03:11:44",0.77990
122690,"Nathan Patrick Taylor","2015-03-09 05:22:18",0.77512
155010,"Christopher Browning","2015-03-15 16:41:33",0.76555
155010,"Christopher Browning","2015-03-16 03:06:06",0.78469
155894,'innerpeace',"2015-03-18 09:33:47",0.00000
155894,'innerpeace',"2015-03-18 09:37:03",0.76555
155894,'innerpeace',"2015-03-22 14:29:15",0.78469
141682,"Sushma Boppana","2015-03-23 07:23:06",0.77512
157596,dirlt,"2015-03-23 08:04:45",0.74163
157596,dirlt,"2015-03-23 13:54:32",0.76077
157596,dirlt,"2015-03-24 09:32:40",0.77033
157596,dirlt,"2015-03-24 09:36:59",0.77990
160397,Christopher,"2015-03-27 22:52:33",0.78469
162712,ViBi,"2015-04-03 14:39:01",0.73684
94714,leok31,"2015-04-05 02:15:29",0.77990
153915,"Vishwanathan Raman","2015-04-06 15:59:54",0.77512
94714,leok31,"2015-04-08 12:03:24",0.78469
166004,Nabellaleen,"2015-04-11 15:29:11",0.76555
166053,UvA,"2015-04-11 22:45:04",0.78469
166053,UvA,"2015-04-14 10:54:42",0.80861
167953,Song,"2015-04-15 12:34:51",0.73684
170537,"Mani Loganathan","2015-04-20 10:02:20",0.77033
174966,MichałJabłoński,"2015-04-28 22:56:05",0.79904
176874,"Chuck Bolin","2015-05-02 22:44:46",0.62679
176874,"Chuck Bolin","2015-05-02 23:11:47",0.76555
176874,"Chuck Bolin","2015-05-03 00:13:51",0.77990
176874,"Chuck Bolin","2015-05-03 00:45:59",0.78469
176874,"Chuck Bolin","2015-05-03 02:18:47",0.79426
177700,"Sayantaun Ghosh","2015-05-04 10:05:08",0.77512
179823,Vikrams,"2015-05-09 04:34:20",0.78469
180752,"Cool Coder","2015-05-11 23:50:06",0.76555
180752,"Cool Coder","2015-05-12 02:22:43",0.77990
181203,"Buster Bluth","2015-05-13 12:00:03",0.76555
181203,"Buster Bluth","2015-05-13 17:47:27",0.77990
181203,"Buster Bluth","2015-05-14 09:23:42",0.78947
179823,Vikrams,"2015-05-15 06:12:04",0.80383
181203,"Buster Bluth","2015-05-15 11:35:50",0.81340
181203,"Buster Bluth","2015-05-15 14:11:29",0.81818
181948,GordonDoskas,"2015-05-15 23:57:14",0.76555
181948,GordonDoskas,"2015-05-16 13:28:31",0.77990
182544,Shankar,"2015-05-18 15:09:51",0.59809
183173,shuiyu,"2015-05-19 16:33:37",0.71770
183173,shuiyu,"2015-05-19 16:35:52",0.74641
181203,"Buster Bluth","2015-05-19 17:09:09",0.82297
183752,"Momchil Hardalov","2015-05-21 14:23:23",0.66986
183752,"Momchil Hardalov","2015-05-21 14:31:19",0.71292
184403,rsloot,"2015-05-23 21:55:11",0.73206
36913,jfjensen78,"2015-05-24 11:44:48",0.79904
184556,JPA,"2015-05-24 17:16:43",0.76555
184556,JPA,"2015-05-24 17:40:26",0.78469
184556,JPA,"2015-05-24 18:35:10",0.80383
144552,Justfor,"2015-05-24 23:38:11",0.81340
144552,Justfor,"2015-05-25 00:04:05",0.81818
183752,"Momchil Hardalov","2015-05-25 12:19:09",0.71770
184965,DwiPrasetyoAdiNugroho,"2015-05-26 10:37:48",0.76555
185631,datahack,"2015-05-28 11:26:20",0.78469
185631,datahack,"2015-05-28 12:21:23",0.80383
185849,RJ,"2015-05-29 04:26:23",0.70813
185987,niczky12,"2015-05-29 12:35:56",0.78469
185987,niczky12,"2015-05-29 13:47:34",0.80383
186564,JeffRoberts,"2015-05-31 14:13:10",0.78469
186564,JeffRoberts,"2015-05-31 14:58:32",0.80383
185849,RJ,"2015-05-31 23:12:40",0.72249
185631,datahack,"2015-06-01 11:51:15",0.80861
185631,datahack,"2015-06-01 11:56:13",0.81340
186600,tinkujohnvarghese,"2015-06-02 06:06:23",0.75120
187477,"Wang Shuailong","2015-06-03 14:39:53",0.62679
187477,"Wang Shuailong","2015-06-03 14:48:47",0.76555
187477,"Wang Shuailong","2015-06-03 15:15:25",0.77990
187477,"Wang Shuailong","2015-06-03 15:38:59",0.78469
187477,"Wang Shuailong","2015-06-03 17:05:43",0.79426
186600,tinkujohnvarghese,"2015-06-03 17:34:26",0.78469
187477,"Wang Shuailong","2015-06-04 10:17:52",0.81340
186600,tinkujohnvarghese,"2015-06-04 18:04:32",0.80383
188433,FredrikHögström,"2015-06-07 07:03:43",0.76555
188433,FredrikHögström,"2015-06-07 09:04:51",0.78469
188433,FredrikHögström,"2015-06-07 09:53:21",0.80383
188926,manskj,"2015-06-09 01:27:54",0.78469
189143,kraskevich,"2015-06-09 19:36:59",0.79426
189164,"Julian D.","2015-06-09 20:09:06",0.78469
189528,vlassarev,"2015-06-10 22:33:43",0.76555
189528,vlassarev,"2015-06-12 14:50:08",0.77990
188926,manskj,"2015-06-12 16:56:04",0.79426
188926,manskj,"2015-06-13 16:03:15",0.79904
190171,qc39,"2015-06-14 13:52:24",0.78469
190171,qc39,"2015-06-14 14:03:22",0.80383
189164,"Julian D.","2015-06-15 19:24:20",0.79426
190477,"Błażej Moska","2015-06-15 20:06:17",0.62679
190477,"Błażej Moska","2015-06-15 20:23:28",0.73684
190477,"Błażej Moska","2015-06-15 20:30:34",0.76077
190477,"Błażej Moska","2015-06-15 20:57:11",0.79426
190668,Valk,"2015-06-16 13:32:50",0.62679
190668,Valk,"2015-06-16 13:55:19",0.76555
189164,"Julian D.","2015-06-17 19:08:36",0.80861
191166,Bisaria,"2015-06-18 19:41:44",0.76555
191166,Bisaria,"2015-06-18 19:47:56",0.77033
191166,Bisaria,"2015-06-19 08:58:42",0.78947
191627,pedrocaldeira,"2015-06-21 01:02:31",0.78469
182544,Shankar,"2015-06-26 07:55:44",0.78469
182544,Shankar,"2015-06-26 08:14:33",0.80383
193010,Deepak628,"2015-06-26 09:19:36",0.62679
193010,Deepak628,"2015-06-27 03:50:00",0.76555
193010,Deepak628,"2015-06-27 04:27:30",0.77990
193010,Deepak628,"2015-06-27 05:53:53",0.78469
193229,"Dzianis Sokalau","2015-06-27 16:19:38",0.78469
193229,"Dzianis Sokalau","2015-06-27 21:19:05",0.80383
193291,"nicolas gaude","2015-06-28 03:36:34",0.99522
195442,muye5,"2015-07-02 01:42:24",0.78469
194957,KKK707,"2015-07-03 09:53:23",0.78469
195844,richardbaker,"2015-07-03 14:15:19",0.78469
195844,richardbaker,"2015-07-03 14:52:58",0.80383
196502,Valentino1992,"2015-07-06 16:01:09",0.62679
113523,Romanos,"2015-07-07 07:04:42",0.80383
113523,Romanos,"2015-07-07 07:29:55",0.80861
197860,JunsikWhang,"2015-07-10 07:42:50",0.66986
197860,JunsikWhang,"2015-07-10 08:44:24",0.72249
198069,ShinyaNagai,"2015-07-11 05:41:17",0.53110
198069,ShinyaNagai,"2015-07-11 06:11:50",0.77512
198069,ShinyaNagai,"2015-07-11 17:56:46",0.77990
198069,ShinyaNagai,"2015-07-11 18:08:51",0.78469
198651,SayantanMukherjee,"2015-07-13 14:34:06",0.23445
198651,SayantanMukherjee,"2015-07-13 14:40:27",0.76555
198651,SayantanMukherjee,"2015-07-13 15:45:41",0.77033
199054,ziwusun,"2015-07-14 11:39:39",0.76555
198651,SayantanMukherjee,"2015-07-18 17:49:21",0.77512
198651,SayantanMukherjee,"2015-07-18 17:52:50",0.78947
198651,SayantanMukherjee,"2015-07-18 19:09:12",0.79426
198651,SayantanMukherjee,"2015-07-19 16:38:17",0.79904
201129,RedWalrus,"2015-07-20 03:02:45",0.76555
201129,RedWalrus,"2015-07-20 05:28:43",0.78469
201129,RedWalrus,"2015-07-20 17:21:37",0.80383
201893,"Gopinath Srinivasan","2015-07-21 19:09:21",0.80383
202089,"Aavrit Singhal","2015-07-22 08:08:50",0.76555
198651,SayantanMukherjee,"2015-07-22 08:15:10",0.80383
202089,"Aavrit Singhal","2015-07-22 09:13:18",0.78469
202089,"Aavrit Singhal","2015-07-22 09:41:42",0.80383
198651,SayantanMukherjee,"2015-07-22 14:59:39",0.81340
202239,"Debayan Chakraborty","2015-07-22 16:37:04",0.76555
202436,Rhysie,"2015-07-23 09:07:12",0.76555
183752,"Momchil Hardalov","2015-07-23 14:53:46",0.72249
183752,"Momchil Hardalov","2015-07-23 15:13:31",0.74641
183752,"Momchil Hardalov","2015-07-24 12:57:54",0.76555
183752,"Momchil Hardalov","2015-07-24 15:49:25",0.79426
203053,"David Laci","2015-07-25 07:49:20",0.76555
203053,"David Laci","2015-07-25 07:56:58",0.77990
203397,"Swastik Mishra","2015-07-26 14:55:08",0.75120
203397,"Swastik Mishra","2015-07-26 15:30:48",0.75598
203647,HizaouiM,"2015-07-27 09:05:58",0.78469
203857,dushshantha,"2015-07-27 23:56:22",0.75120
204347,"Ajay Chaturvedi","2015-07-29 06:07:27",0.78469
204347,"Ajay Chaturvedi","2015-07-29 09:16:51",0.79426
204347,"Ajay Chaturvedi","2015-07-30 05:07:05",0.79904
204347,"Ajay Chaturvedi","2015-07-30 07:24:15",0.81340
204695,ChrisKetelsen,"2015-07-31 05:34:38",0.75120
205511,Fast_Eddy_C,"2015-08-02 11:41:18",0.78469
203857,dushshantha,"2015-08-04 00:36:31",0.79904
206151,"Jacob 2","2015-08-04 15:55:02",0.76555
206151,"Jacob 2","2015-08-04 16:00:59",0.78469
206151,"Jacob 2","2015-08-04 20:43:38",0.79426
206151,"Jacob 2","2015-08-04 21:46:50",0.80861
90658,"Keivan Bakhoda","2015-08-05 21:20:55",0.78469
90658,"Keivan Bakhoda","2015-08-06 14:58:47",0.80383
206740,PDricot,"2015-08-07 10:19:17",0.75120
206836,"Amit Sharma 2","2015-08-07 19:49:42",0.77990
204695,ChrisKetelsen,"2015-08-07 20:53:04",0.77990
61438,Noob,"2015-08-08 10:56:37",0.81340
207068,spjca,"2015-08-09 02:02:00",0.78469
207068,spjca,"2015-08-09 04:09:05",0.80383
207253,GrantNicholas,"2015-08-10 05:44:05",0.49282
207253,GrantNicholas,"2015-08-11 04:37:50",0.74641
207253,GrantNicholas,"2015-08-12 05:53:02",0.75598
192088,Vikash_Singh,"2015-08-12 10:36:05",0.78469
192088,Vikash_Singh,"2015-08-12 11:43:42",0.80383
203857,dushshantha,"2015-08-14 01:48:12",0.80383
207688,ztervic,"2015-08-15 02:12:31",0.79904
206740,PDricot,"2015-08-17 10:11:42",0.75598
209076,jackdaw,"2015-08-17 17:26:17",0.78469
209332,"Dimitrios Sochos","2015-08-18 06:09:25",0.62679
209332,"Dimitrios Sochos","2015-08-18 06:21:51",0.76555
209332,"Dimitrios Sochos","2015-08-18 06:52:23",0.77990
209332,"Dimitrios Sochos","2015-08-18 07:11:00",0.78469
209332,"Dimitrios Sochos","2015-08-18 08:11:36",0.79904
206177,SATaylorDS,"2015-08-19 12:26:12",0.62679
206177,SATaylorDS,"2015-08-19 12:39:43",0.76555
206177,SATaylorDS,"2015-08-19 13:06:35",0.77990
206177,SATaylorDS,"2015-08-19 13:24:52",0.78469
206177,SATaylorDS,"2015-08-19 14:32:57",0.79426
206177,SATaylorDS,"2015-08-19 15:56:03",0.81340
207762,spideR_man,"2015-08-20 17:03:07",0.70813
210405,KrishnaKulkarni,"2015-08-21 22:26:16",0.78469
211079,"Adam Raveret","2015-08-24 16:08:49",0.76555
191166,Bisaria,"2015-08-27 09:35:02",0.79426
191166,Bisaria,"2015-08-27 19:41:11",0.79904
191166,Bisaria,"2015-08-30 08:31:23",0.80383
191166,Bisaria,"2015-08-31 12:18:36",0.80861
212801,"Kher Sham","2015-08-31 13:51:35",0.76555
191166,Bisaria,"2015-08-31 18:52:44",0.81340
213579,"Rohan Sehgal","2015-09-02 09:05:43",0.72249
214008,Pete.Zhang,"2015-09-03 08:01:33",0.77990
213579,"Rohan Sehgal","2015-09-04 05:06:08",0.76555
215528,"Saibal Dutta","2015-09-08 09:40:19",0.81818
216004,tscholak,"2015-09-10 04:25:17",0.73684
216004,tscholak,"2015-09-10 04:32:20",0.75598
216097,snake13,"2015-09-10 13:38:38",0.76555
213579,"Rohan Sehgal","2015-09-11 13:38:10",0.77033
213579,"Rohan Sehgal","2015-09-11 17:57:58",0.77512
213579,"Rohan Sehgal","2015-09-13 05:03:09",0.77990
217633,"Tarun DeviReddy","2015-09-15 08:30:15",0.78469
217463,dan366,"2015-09-16 13:04:33",0.76555
213579,"Rohan Sehgal","2015-09-17 13:45:35",0.78469
213579,"Rohan Sehgal","2015-09-18 04:29:10",0.78947
206740,PDricot,"2015-09-18 06:46:49",0.78469
218536,"Daniel Godoy","2015-09-18 14:46:27",0.75120
218537,svenho,"2015-09-18 14:54:51",0.00000
218537,svenho,"2015-09-18 15:02:03",0.72727
218912,"Ross 2","2015-09-20 11:24:07",0.62679
219263,zildaz,"2015-09-21 20:41:38",0.77033
219263,zildaz,"2015-09-21 21:35:39",0.78947
219263,zildaz,"2015-09-22 10:11:12",0.79426
218537,svenho,"2015-09-23 13:37:07",0.74163
218537,svenho,"2015-09-23 13:39:59",0.76555
219942,JacksonHenry,"2015-09-24 03:58:27",0.65550
219942,JacksonHenry,"2015-09-24 04:20:46",0.66986
220359,"Chandra RV","2015-09-25 19:10:08",0.75120
207762,spideR_man,"2015-09-27 16:21:08",0.77512
207762,spideR_man,"2015-09-28 07:31:42",0.78469
220359,"Chandra RV","2015-09-28 19:06:31",0.76077
221075,"Anand Kumaresh","2015-09-29 13:10:21",0.78469
221075,"Anand Kumaresh","2015-09-29 13:26:29",0.80383
220359,"Chandra RV","2015-09-29 19:40:35",0.76555
221329,Disha,"2015-09-30 11:57:09",0.78469
220359,"Chandra RV","2015-09-30 17:51:51",0.77990
222079,AndrewMoll,"2015-10-02 23:32:01",0.76555
222553,prateekjoshi,"2015-10-04 12:21:19",0.78469
196502,Valentino1992,"2015-10-06 16:51:23",0.78469
223804,DC4data,"2015-10-07 14:47:24",0.62679
